algoritmo,step_size,iter,time,loss,gap,spars,mse
FW,diminishing,295,0.0382227897644043,59.58012115280753,0.23077384669159073,16,0.1918844481571901
FW,diminishing,296,0.0383448600769043,59.579996110928896,0.3814825248888951,16,0.19188404544582574
FW,diminishing,297,0.03845095634460449,59.57998310833296,0.34351885022779527,16,0.19188400356951035
FW,diminishing,298,0.03857898712158203,59.57962077728929,0.5755354257805649,16,0.19188283664183348
FW,diminishing,299,0.03870797157287598,59.57935099155158,0.39042194611371883,16,0.19188196776667174
FW,diminishing,300,0.03884601593017578,59.57922447609547,0.3711690490928916,16,0.19188156030948622
FW,diminishing,301,0.038965702056884766,59.57880960094836,0.5067554530244891,16,0.19188022415764366
FW,diminishing,302,0.039087772369384766,59.57866708371068,0.3875223991468246,16,0.19187976516492972
FW,diminishing,303,0.03921175003051758,59.57855774263711,0.32005965586775886,16,0.19187941301976524
FW,diminishing,304,0.03933286666870117,59.578109325913715,0.5516907326972245,16,0.19187796884352243
FW,diminishing,305,0.03946876525878906,59.57799134651873,0.359652708526923,16,0.19187758887767706
FW,diminishing,306,0.03958892822265625,59.577821004992146,0.3558834260176269,16,0.1918770402737267
FW,diminishing,307,0.039714813232421875,59.57768668090072,0.43323939480766427,16,0.19187660766795722
FW,diminishing,308,0.039850711822509766,59.57761217369164,0.23981432242024425,16,0.1918763677091518
FW,diminishing,309,0.03997397422790527,59.57744339141202,0.3535116511035099,16,0.19187582412693083
FW,diminishing,310,0.04009509086608887,59.57743233089183,0.42967929444719744,16,0.1918757885052877
FW,diminishing,311,0.04021883010864258,59.57739970773059,0.29106656603971715,16,0.19187568343874586
FW,diminishing,312,0.040323734283447266,59.57730577891863,0.5223411804174987,16,0.19187538093049478
FW,diminishing,313,0.04044485092163086,59.57680218855977,0.6516035998766938,16,0.19187375906138412
FW,diminishing,314,0.04055285453796387,59.57659359236955,0.5006493932642826,16,0.1918730872540082
FW,diminishing,315,0.04067373275756836,59.576474107340445,0.3656694572367627,16,0.19187270243909965
FW,diminishing,316,0.04079484939575195,59.5762872835546,0.36189320316130136,16,0.19187210075218872
FW,diminishing,317,0.04091501235961914,59.576263216576855,0.4277967396861655,16,0.19187202324179342
FW,diminishing,318,0.041020870208740234,59.57597985029534,0.40823389470477167,16,0.1918711106289705
FW,diminishing,319,0.04114174842834473,59.575678534799366,0.6046433119319659,16,0.1918701402086936
FW,diminishing,320,0.041261911392211914,59.575409239718724,0.4831854910775206,16,0.1918692729137479
FW,diminishing,321,0.04138302803039551,59.57534618295155,0.2799199575927602,16,0.19186906983237215
FW,diminishing,322,0.041504859924316406,59.57492404461699,0.6078317810751415,16,0.19186771028862154
FW,diminishing,323,0.04162883758544922,59.57489638684018,0.299278737123025,16,0.19186762121365597
FW,diminishing,324,0.04174971580505371,59.57459302184543,0.4350168362124265,16,0.1918666441927389
FW,diminishing,325,0.041870832443237305,59.57441908962793,0.37293844026261525,16,0.1918660840245666
FW,diminishing,326,0.04199099540710449,59.57425773017755,0.34148632882914853,16,0.1918655643483979
FW,diminishing,327,0.04212689399719238,59.57411285203835,0.39109867652882,16,0.1918650977521364
FW,diminishing,328,0.04224801063537598,59.57398428811872,0.36202379065315426,16,0.19186468369764484
FW,diminishing,329,0.04235386848449707,59.57372938254573,0.39133301089507455,16,0.19186386274571893
FW,diminishing,330,0.04247474670410156,59.573585440492465,0.418968738407564,16,0.19186339916422693
FW,diminishing,331,0.04261207580566406,59.57349349978408,0.3873185613064507,16,0.19186310305888593
FW,diminishing,332,0.04273271560668945,59.57326269627128,0.3856458129384208,16,0.19186235973034227
FW,diminishing,333,0.04285383224487305,59.57310462816006,0.37893113028090397,16,0.1918618506542997
FW,diminishing,334,0.04298973083496094,59.57305128051532,0.232595383380378,16,0.19186167884223937
FW,diminishing,335,0.04311084747314453,59.57283374525246,0.3760136431288359,16,0.19186097824557957
FW,diminishing,336,0.043245792388916016,59.57276531392587,0.2875455252339876,16,0.19186075785483372
FW,diminishing,337,0.0433659553527832,59.57262179400732,0.2996348963351281,16,0.19186029563287382
FW,diminishing,338,0.0434870719909668,59.57262165325322,0.37818303107945894,16,0.1918602951795595
FW,diminishing,339,0.04359579086303711,59.57241507284649,0.36833800888001633,16,0.1918596298642399
FW,diminishing,340,0.0437169075012207,59.57228797735039,0.47170785787983505,16,0.19185922053897067
FW,diminishing,341,0.04383683204650879,59.57226521413996,0.2821683727067992,16,0.1918591472275039
FW,diminishing,342,0.043959856033325195,59.571979295033465,0.42150656821726074,16,0.19185822639302244
FW,diminishing,343,0.044116973876953125,59.571851442535944,0.4018628854551807,16,0.19185781462974538
FW,diminishing,344,0.044261932373046875,59.571716519696785,0.3773158735200113,16,0.19185738009564182
FW,diminishing,345,0.0443878173828125,59.57145776354223,0.40240078899564935,16,0.19185654674248703
FW,diminishing,346,0.04450798034667969,59.57138315084198,0.29536968375925454,16,0.19185630644393553
FW,diminishing,347,0.04462695121765137,59.57124928384584,0.3148613154514308,16,0.19185587531029255
FW,diminishing,348,0.04474496841430664,59.57118547773607,0.4215374638466258,16,0.19185566981557511
FW,diminishing,349,0.044862985610961914,59.57092423992846,0.378915308077147,16,0.19185482846997892
FW,diminishing,350,0.0449979305267334,59.57084901287491,0.25524161899068076,16,0.19185458619283385
FW,diminishing,351,0.045198917388916016,59.570714776684625,0.31368295709772553,16,0.19185415387015983
FW,diminishing,352,0.045343637466430664,59.57052196399697,0.375939386797981,16,0.19185353289532034
FW,diminishing,353,0.045477867126464844,59.57050741949179,0.2278851158382551,16,0.19185348605311364
FW,diminishing,354,0.04559969902038574,59.570220563488284,0.46128106349421927,16,0.19185256220125052
FW,diminishing,355,0.04571986198425293,59.570022685973015,0.28344055205287333,16,0.19185192491456687
FW,diminishing,356,0.045839786529541016,59.570007454176775,0.3130399753105024,16,0.1918518758588624
FW,diminishing,357,0.045973777770996094,59.569988391799036,0.27296837952417263,16,0.1918518144663415
FW,diminishing,358,0.04609489440917969,59.5698628812752,0.3050123104234217,16,0.1918514102456528
FW,diminishing,359,0.04621696472167969,59.569523815549815,0.49837034982537887,16,0.19185031824653725
FW,diminishing,360,0.04633784294128418,59.569415634330284,0.2184268928180586,16,0.19184996983681252
FW,diminishing,361,0.04645991325378418,59.569349524991864,0.32255560655053017,16,0.1918497569242894
FW,diminishing,362,0.04658102989196777,59.569261218384746,0.25265958630676266,16,0.19184947252297824
FW,diminishing,363,0.04681682586669922,59.56916756733901,0.3173531532550058,16,0.19184917090930437
FW,diminishing,364,0.04695391654968262,59.5689310210559,0.38438740364527746,16,0.19184840908552625
FW,diminishing,365,0.047078847885131836,59.568906916939966,0.31010072781703,16,0.19184833145552324
FW,diminishing,366,0.04719185829162598,59.5687667111743,0.3275326623800794,16,0.1918478799071636
FW,diminishing,367,0.047319889068603516,59.568537713413036,0.4169265993208171,16,0.19184714239424489
FW,diminishing,368,0.04745769500732422,59.56841905328425,0.3538239020354865,16,0.19184676023602013
FW,diminishing,369,0.04758477210998535,59.56820450432531,0.367562345491379,16,0.19184606925708633
FW,diminishing,370,0.04770994186401367,59.568090417943225,0.3307241757738666,16,0.19184570182912472
FW,diminishing,371,0.04784989356994629,59.56802327950537,0.245118244406072,16,0.19184548560227171
FW,diminishing,372,0.0479738712310791,59.56783313133193,0.348902040679377,16,0.19184487320879848
FW,diminishing,373,0.04809975624084473,59.56776084679257,0.40594547794142954,16,0.19184464040834964
FW,diminishing,374,0.04824090003967285,59.56770760776498,0.22384877224494915,16,0.191844468946103
FW,diminishing,375,0.04836583137512207,59.567581062740764,0.3003776194132257,16,0.19184406139369006
FW,diminishing,376,0.048490047454833984,59.56739313447531,0.38524215063647205,16,0.19184345614967893
FW,diminishing,377,0.04861092567443848,59.56724821348376,0.29082004139890216,16,0.19184298941540662
FW,diminishing,378,0.04873299598693848,59.56719977661367,0.24007782870391736,16,0.19184283341904562
FW,diminishing,379,0.04886889457702637,59.56694544414422,0.41631961208457113,16,0.19184201431286382
FW,diminishing,380,0.049008846282958984,59.56694185450642,0.1775380321005784,16,0.19184200275203356
FW,diminishing,381,0.04913187026977539,59.56689147382678,0.2402658931237056,16,0.19184184049541636
FW,diminishing,382,0.0492548942565918,59.56679033306463,0.3515636428801656,16,0.19184151476027256
FW,diminishing,383,0.049376726150512695,59.566653398394045,0.23720148798038565,16,0.19184107374684073
FW,diminishing,384,0.04950308799743652,59.566649745521296,0.3444505097635613,16,0.19184106198235523
FW,diminishing,385,0.04964280128479004,59.56658156253435,0.24525239038258917,16,0.191840842391415
FW,diminishing,386,0.04976391792297363,59.566372764228475,0.36125926594756663,16,0.191840169933103
FW,diminishing,387,0.04988598823547363,59.566146569906266,0.4111542407790907,16,0.19183944144897347
FW,diminishing,388,0.05000877380371094,59.56602483821971,0.22500844663554886,16,0.19183904939845317
FW,diminishing,389,0.05014681816101074,59.56596743865002,0.2540835880828922,16,0.19183886453671503
FW,diminishing,390,0.05026888847351074,59.56583564796523,0.27827809401090065,16,0.19183844009006515
FW,diminishing,391,0.05039191246032715,59.565828288144395,0.20228053027108928,16,0.19183841638693847
FW,diminishing,392,0.050514936447143555,59.56562991193161,0.43100333429877224,16,0.19183777749414366
FW,diminishing,393,0.05065178871154785,59.565599895134426,0.270639317109584,16,0.19183768082168898
FW,diminishing,394,0.05077385902404785,59.56556724441513,0.2567134872283816,16,0.19183757566639334
FW,diminishing,395,0.05090165138244629,59.56532971037974,0.3833463101092178,16,0.19183681066144845
FW,diminishing,396,0.05102896690368652,59.56525713747682,0.2706010376479213,16,0.1918365769322925
FW,diminishing,397,0.051149845123291016,59.56511530568825,0.30685442557271614,16,0.19183612014714413
FW,diminishing,398,0.051274776458740234,59.565025198992885,0.30065655001519787,16,0.1918358299484473
FW,diminishing,399,0.05138087272644043,59.56494932323747,0.283555101363298,16,0.19183558558208524
FW,diminishing,400,0.051506996154785156,59.56477375702357,0.4693459565736262,16,0.19183502015144469
FW,diminishing,401,0.051628828048706055,59.564605743014354,0.382808397348235,16,0.1918344790435245
FW,diminishing,402,0.051753997802734375,59.564426831443484,0.3358729889672887,16,0.1918339028387874
FW,diminishing,403,0.05187678337097168,59.564375354110474,0.36649733366200365,16,0.1918337370502753
FW,diminishing,404,0.05199909210205078,59.56432161528088,0.21247814969688505,16,0.19183356397836032
FW,diminishing,405,0.0521388053894043,59.564256941231385,0.2631472400830859,16,0.19183335568834584
FW,diminishing,406,0.05224871635437012,59.56410596027075,0.3104540690159112,16,0.1918328694372649
FW,diminishing,407,0.05237102508544922,59.563930775599005,0.4058050058267497,16,0.19183230523542352
FW,diminishing,408,0.05249285697937012,59.56387929727595,0.23059740864541567,16,0.19183213944372288
FW,diminishing,409,0.05261802673339844,59.563764282040665,0.4154823601328417,16,0.19183176902428556
FW,diminishing,410,0.05274677276611328,59.563658844954475,0.34946588098940623,16,0.19183142945234935
FW,diminishing,411,0.05286884307861328,59.56350194146319,0.31672365043533546,16,0.1918309241270956
FW,diminishing,412,0.05297684669494629,59.563325772960845,0.5151971481676227,16,0.1918303567567177
FW,diminishing,413,0.053086042404174805,59.56325915872052,0.400286221741581,16,0.19183014221810152
FW,diminishing,414,0.05321097373962402,59.56297416168522,0.4973567532070149,16,0.19182922435325353
FW,diminishing,415,0.05333304405212402,59.56283300862789,0.33702076290870764,16,0.19182876975403507
FW,diminishing,416,0.05344390869140625,59.56273060984638,0.2856471465016881,16,0.19182843996729915
FW,diminishing,417,0.05356597900390625,59.56263915074402,0.49777186907525106,16,0.1918281454130242
FW,diminishing,418,0.05367302894592285,59.56258996847044,0.3474102477426868,16,0.19182798701600787
FW,diminishing,419,0.05379486083984375,59.56243960157439,0.43202846767783853,16,0.19182750274259064
FW,diminishing,420,0.05391693115234375,59.56236825735669,0.24325954815205364,16,0.19182727297055294
FW,diminishing,421,0.05403399467468262,59.56223027675719,0.4593274042741058,16,0.19182682858859
FW,diminishing,422,0.05414390563964844,59.56199050092839,0.4665553029665688,16,0.1918260563636985
FW,diminishing,423,0.05426788330078125,59.56169860100618,0.5586532933169721,16,0.19182511626733068
FW,diminishing,424,0.05437183380126953,59.56164617360331,0.4519388952730168,16,0.19182494741901226
FW,diminishing,425,0.05447983741760254,59.561228511939696,0.4163764218089909,16,0.19182360229288148
FW,diminishing,426,0.05460381507873535,59.561177757704485,0.27626410703501847,16,0.19182343883318675
FW,diminishing,427,0.05471396446228027,59.56117743250291,0.3605323754696883,16,0.19182343778583869
FW,diminishing,428,0.05482292175292969,59.561004377489894,0.5781389924897198,16,0.1918228804428016
FW,diminishing,429,0.054944753646850586,59.56086204520531,0.42875620024337735,16,0.19182242204574979
FW,diminishing,430,0.055068016052246094,59.56068430618624,0.33247947714581727,16,0.191821849617347
FW,diminishing,431,0.055177927017211914,59.560576425768275,0.46947003445020385,16,0.19182150217638735
FW,diminishing,432,0.05528402328491211,59.56044738117423,0.4123670465680149,16,0.19182108657383004
FW,diminishing,433,0.05540585517883301,59.56018577427958,0.47449521129473027,16,0.19182024403954775
FW,diminishing,434,0.0555417537689209,59.56010301304053,0.29553760465693557,16,0.19181997749771507
FW,diminishing,435,0.0556488037109375,59.55987489516343,0.3320860281139062,16,0.19181924281856177
FW,diminishing,436,0.0557708740234375,59.55959215546609,0.5482220281962142,16,0.19181833222372333
FW,diminishing,437,0.05587887763977051,59.55949766071325,0.35411714840765995,16,0.19181802789279628
FW,diminishing,438,0.05600285530090332,59.55934109794225,0.3466443092881022,16,0.19181752366487037
FW,diminishing,439,0.05612587928771973,59.55920723576039,0.2932854107835041,16,0.19181709254673232
FW,diminishing,440,0.05624985694885254,59.559055887208096,0.43224685137418817,16,0.1918166051117813
FW,diminishing,441,0.05637383460998535,59.55897419056133,0.2635958047514393,16,0.19181634199858721
FW,diminishing,442,0.05648183822631836,59.55882977624522,0.41245930127907116,16,0.19181587689611987
FW,diminishing,443,0.05658888816833496,59.55873316529005,0.5160664668639683,16,0.1918155657497264
FW,diminishing,444,0.05669569969177246,59.55857434026783,0.2984725243939792,16,0.19181505423596726
FW,diminishing,445,0.05681800842285156,59.55841692851554,0.43509188856629777,16,0.19181454727380207
FW,diminishing,446,0.05695486068725586,59.55834776132505,0.2710868981355503,16,0.19181432451312416
FW,diminishing,447,0.05707693099975586,59.55827353950286,0.23868852907492055,16,0.19181408547343917
FW,diminishing,448,0.05719876289367676,59.55806316074583,0.42984811230821407,16,0.19181340792510734
FW,diminishing,449,0.05732107162475586,59.558018445602144,0.24300085496806645,16,0.19181326391498274
FW,diminishing,450,0.05742597579956055,59.55799916774599,0.3507532343952491,16,0.1918132018284895
FW,diminishing,451,0.057547807693481445,59.55779584302228,0.47546872539003004,16,0.19181254699846143
FW,diminishing,452,0.05765485763549805,59.55769367362482,0.4198912888695361,16,0.1918122179504825
FW,diminishing,453,0.05776190757751465,59.55756009735288,0.40067206620941676,16,0.19181178775314936
FW,diminishing,454,0.05786776542663574,59.55754476194353,0.40824755452607775,16,0.1918117383637473
FW,diminishing,455,0.057974815368652344,59.557298079594176,0.3349736526670526,16,0.1918109438956334
FW,diminishing,456,0.05808281898498535,59.55721794688618,0.33633137675525404,16,0.19181068581927918
FW,diminishing,457,0.05820584297180176,59.55698909186341,0.4902924945119125,16,0.19180994876606572
FW,diminishing,458,0.058328866958618164,59.55683838910477,0.4254175936322184,16,0.19180946341096544
FW,diminishing,459,0.058450937271118164,59.55668103664196,0.3127200397820076,16,0.19180895663974867
FW,diminishing,460,0.05857276916503906,59.5564543344243,0.44374990774226575,16,0.19180822651988502
FW,diminishing,461,0.058693885803222656,59.556449633558564,0.21951568644202268,16,0.19180821138022083
FW,diminishing,462,0.05880093574523926,59.556343349561686,0.3825815416607625,16,0.19180786908071396
FW,diminishing,463,0.05890798568725586,59.55627492779158,0.42727540853781676,16,0.19180764872074582
FW,diminishing,464,0.05902910232543945,59.55621631458898,0.22037136799491464,16,0.19180745995036708
FW,diminishing,465,0.05915093421936035,59.55612794082888,0.36494973875129944,16,0.19180717533278221
FW,diminishing,466,0.05927300453186035,59.556049375891156,0.3046622813420967,16,0.19180692230560759
FW,diminishing,467,0.05939793586730957,59.555909174369944,0.2962738547312327,16,0.1918064707709177
FW,diminishing,468,0.059519052505493164,59.55575897175851,0.3357917633751626,16,0.19180598702659746
FW,diminishing,469,0.05962681770324707,59.55555220260035,0.312979332427858,16,0.19180532110338278
FW,diminishing,470,0.05974888801574707,59.555435169998546,0.38920774550777537,16,0.1918049441867908
FW,diminishing,471,0.059871673583984375,59.55532956683368,0.2448701657486012,16,0.19180460407997962
FW,diminishing,472,0.059993743896484375,59.55530506839624,0.2495755454907922,16,0.19180452518002009
FW,diminishing,473,0.06010079383850098,59.55525795501866,0.3478561915205347,16,0.19180437344611484
FW,diminishing,474,0.060224056243896484,59.555028128556415,0.496002446692259,16,0.19180363326427186
FW,diminishing,475,0.06034588813781738,59.55488183455212,0.33130622601333215,16,0.19180316210805837
FW,diminishing,476,0.060452938079833984,59.554702660801475,0.29804952160576903,16,0.19180258505894196
FW,diminishing,477,0.06058192253112793,59.554495956665356,0.40619487653421515,16,0.19180191934513802
FW,diminishing,478,0.06071186065673828,59.554433830870636,0.28496931153620864,16,0.19180171926206324
FW,diminishing,479,0.06084275245666504,59.55432698673041,0.26340584673504,16,0.19180137515855203
FW,diminishing,480,0.060968875885009766,59.554206095450866,0.3062418164757119,16,0.19180098581465657
FW,diminishing,481,0.06110501289367676,59.5541505640786,0.289847077149993,16,0.19180080696965732
FW,diminishing,482,0.06121182441711426,59.554114979109514,0.22684888271438552,16,0.19180069236428185
FW,diminishing,483,0.06133675575256348,59.553986354516326,0.31332725722406707,16,0.1918002781143843
FW,diminishing,484,0.06145882606506348,59.55387221826584,0.2520410883986699,16,0.1917999105258159
FW,diminishing,485,0.06161999702453613,59.55382390421974,0.275169394388854,16,0.19179975492502332
FW,diminishing,486,0.06175589561462402,59.55370022121919,0.27904904417773935,16,0.1917993565900779
FW,diminishing,487,0.06187701225280762,59.55358051571892,0.3365703407688727,16,0.19179897106511729
FW,diminishing,488,0.0619966983795166,59.553561774370394,0.17594973915618084,16,0.1917989107065069
FW,diminishing,489,0.062129974365234375,59.55343226252306,0.3475257433221941,16,0.19179849359910808
FW,diminishing,490,0.06224989891052246,59.553399205578,0.3005240039193282,16,0.19179838713551692
FW,diminishing,491,0.06237292289733887,59.553306193024284,0.2484083426529864,16,0.19179808757817804
FW,diminishing,492,0.06249403953552246,59.55314757016683,0.32826266113887925,16,0.19179757671551315
FW,diminishing,493,0.06261205673217773,59.55303173987619,0.25320920139832026,16,0.19179720367109884
FW,diminishing,494,0.06279587745666504,59.55296916424602,0.21779472977750913,16,0.19179700213927867
FW,diminishing,495,0.06293296813964844,59.552845535404366,0.3068662545464562,16,0.19179660397875803
FW,diminishing,496,0.06307268142700195,59.55281153692538,0.19670974895682036,16,0.19179649448285147
FW,diminishing,497,0.06318497657775879,59.55272443548827,0.24683072651185967,16,0.1917962139629252
FW,diminishing,498,0.0633087158203125,59.55259372961081,0.3136121126500342,16,0.19179579301001873
FW,diminishing,499,0.0635378360748291,59.55253027451128,0.25873442035008765,16,0.191795588645769
FW,diminishing,500,0.06367683410644531,59.55244325411135,0.24125085664874746,16,0.19179530838683206
FW,diminishing,501,0.06380796432495117,59.5523539794592,0.28793463018520526,16,0.19179502086782352
FW,diminishing,502,0.06395697593688965,59.55230705281945,0.2018632538440528,16,0.19179486973532833
FW,diminishing,503,0.06407570838928223,59.55226079059694,0.19965210124514954,16,0.19179472074266324
FW,diminishing,504,0.06419777870178223,59.552218299426194,0.3035863101015437,16,0.1917945838950924
FW,diminishing,505,0.06432175636291504,59.55214064486593,0.21396216173321392,16,0.19179433379989028
FW,diminishing,506,0.06444501876831055,59.552067889499504,0.2406500739479398,16,0.1917940994830902
FW,diminishing,507,0.06455087661743164,59.55200825126657,0.33407135663346565,16,0.19179390741148655
FW,diminishing,508,0.06465792655944824,59.55200367105445,0.42676667627598164,16,0.1917938926604008
FW,diminishing,509,0.06477880477905273,59.55195628047521,0.22729491853838368,16,0.1917937400337366
FW,diminishing,510,0.06488585472106934,59.55188125553034,0.34036118767810564,16,0.19179349840750512
FW,diminishing,511,0.06499266624450684,59.55180788642833,0.44788583714474584,16,0.1917932621141009
FW,diminishing,512,0.06511378288269043,59.551736396577994,0.330047190692639,16,0.191793031873037
FW,diminishing,513,0.06520509719848633,59.55170222371902,0.4035099654279861,16,0.19179292181552018
FW,diminishing,514,0.06531476974487305,59.55125992662214,0.7388330974541404,16,0.19179149734821943
FW,diminishing,515,0.06546187400817871,59.55115473095302,0.24140474420542546,16,0.19179115855379394
FW,diminishing,516,0.06559395790100098,59.5511419485552,0.26131590040645847,16,0.1917911173866512
FW,diminishing,517,0.06570076942443848,59.55106308907247,0.3388025312967997,16,0.19179086341086143
FW,diminishing,518,0.0658257007598877,59.550834996409655,0.4909671835723941,16,0.19179012881291355
FW,diminishing,519,0.06593799591064453,59.55069691560154,0.4232217406669321,16,0.19178968410821753
FW,diminishing,520,0.06604599952697754,59.55053984025676,0.2764606328851329,16,0.19178917822949038
FW,diminishing,521,0.06616973876953125,59.55037775518211,0.3444121984847115,16,0.1917886562163675
FW,diminishing,522,0.06629085540771484,59.55025770000506,0.2732720988059256,16,0.1917882695652337
FW,diminishing,523,0.06641268730163574,59.550174123462696,0.29216340105248406,16,0.19178800039762542
FW,diminishing,524,0.06654977798461914,59.550128731772396,0.22080429359677822,16,0.19178785420860675
FW,diminishing,525,0.06667280197143555,59.55002451376211,0.2564449291759203,16,0.19178751856284093
FW,diminishing,526,0.06679391860961914,59.54991915711581,0.27170309649258684,16,0.1917871792499704
FW,diminishing,527,0.06690001487731934,59.54983519769592,0.30378247870922337,16,0.19178690884926222
FW,diminishing,528,0.06703686714172363,59.54978821065406,0.2659744714138128,16,0.19178675752223528
FW,diminishing,529,0.06714391708374023,59.54976466461585,0.30358200056877394,16,0.19178668168958407
FW,diminishing,530,0.06725287437438965,59.54955281233225,0.5197635581002302,16,0.191785999395595
FW,diminishing,531,0.06737279891967773,59.549512210817426,0.2906564928642581,16,0.19178586863387254
FW,diminishing,532,0.06749486923217773,59.54938453737868,0.28105628886866185,16,0.19178545744727432
FW,diminishing,533,0.06760191917419434,59.5493085373064,0.3575159893610902,16,0.19178521268053592
FW,diminishing,534,0.06770801544189453,59.54899379911239,0.4573512143673284,16,0.19178419903095778
FW,diminishing,535,0.06781387329101562,59.54880866814327,0.44022099320986285,16,0.19178360279595258
FW,diminishing,536,0.06791996955871582,59.54861357777659,0.29367801829884854,16,0.1917829744855929
FW,diminishing,537,0.06805777549743652,59.54853806779539,0.32641221789882735,16,0.19178273129724763
FW,diminishing,538,0.06818103790283203,59.548421969679715,0.3099591184366588,16,0.19178235739027283
FW,diminishing,539,0.06830191612243652,59.54830905413482,0.2649895471203152,16,0.1917819937331234
FW,diminishing,540,0.06842279434204102,59.5481952504878,0.2920800523616691,16,0.1917816272157417
FW,diminishing,541,0.06855988502502441,59.548150842256476,0.2178315564444233,16,0.1917814841940627
FW,diminishing,542,0.06868100166320801,59.548069303964596,0.23070974883000162,16,0.19178122159086827
FW,diminishing,543,0.0688028335571289,59.548019696879464,0.20945813655700363,16,0.19178106182569876
FW,diminishing,544,0.06892704963684082,59.54794425630023,0.20794127870684775,16,0.19178081886087028
FW,diminishing,545,0.0690619945526123,59.547887521133575,0.203260685898492,16,0.1917806361389165
FW,diminishing,546,0.0691828727722168,59.54782611528905,0.3079221352912782,16,0.19178043837452188
FW,diminishing,547,0.0693199634552002,59.54778375238528,0.19071992996416753,16,0.19178030194004922
FW,diminishing,548,0.0694270133972168,59.54766483450088,0.24992904312758668,16,0.19177991895169366
FW,diminishing,549,0.06954789161682129,59.547544999537465,0.29802519671626726,16,0.19177953300978248
FW,diminishing,550,0.06966876983642578,59.54752025293246,0.16720144801256254,16,0.19177945331057153
FW,diminishing,551,0.06978988647460938,59.54738329852197,0.3471176274283323,16,0.19177901223356514
FW,diminishing,552,0.06991386413574219,59.54733751228504,0.21570383488673173,16,0.19177886477386485
FW,diminishing,553,0.07003498077392578,59.547229804754494,0.2587631153376435,16,0.1917785178897085
FW,diminishing,554,0.07017874717712402,59.54717973050231,0.22990993128750858,16,0.19177835661997522
FW,diminishing,555,0.07031464576721191,59.547140338942455,0.20309192112135577,16,0.19177822975504816
FW,diminishing,556,0.07043576240539551,59.547091775044194,0.17703034801188267,16,0.19177807334957872
FW,diminishing,557,0.07055902481079102,59.547032760792966,0.1566718044515838,16,0.191777883287578
FW,diminishing,558,0.07067990303039551,59.5469849976642,0.24508808167331608,16,0.19177772946107632
FW,diminishing,559,0.07080388069152832,59.5469000224047,0.23303853133024433,16,0.191777455788743
FW,diminishing,560,0.07092881202697754,59.54689611891022,0.2389542510689182,16,0.19177744321710216
FW,diminishing,561,0.07105374336242676,59.54688810261548,0.18595053894873104,16,0.1917774173997278
FW,diminishing,562,0.07117605209350586,59.546788719980924,0.24908178351120824,16,0.19177709732683068
FW,diminishing,563,0.07129669189453125,59.546736216432734,0.2507350976755234,16,0.19177692823327772
FW,diminishing,564,0.07140278816223145,59.54670731303557,0.19557311306216718,16,0.1917768351466524
FW,diminishing,565,0.07152485847473145,59.54656489843457,0.3935381243734639,16,0.19177637648449136
FW,diminishing,566,0.07164978981018066,59.54644637927167,0.2956363773169457,16,0.19177599478026303
FW,diminishing,567,0.07177186012268066,59.54632787973829,0.2706463037569051,16,0.19177561313925376
FW,diminishing,568,0.07189297676086426,59.54631601639592,0.17383027706480192,16,0.19177557493203196
FW,diminishing,569,0.07201385498046875,59.54624232613395,0.1729570895665944,16,0.19177533760429613
FW,diminishing,570,0.07215070724487305,59.546209982635354,0.2281335114779779,16,0.19177523343843914
FW,diminishing,571,0.07228708267211914,59.54617133153798,0.20069490339687945,16,0.19177510895825436
FW,diminishing,572,0.07240676879882812,59.54609101006929,0.21164916601862416,16,0.19177485027397517
FW,diminishing,573,0.07252883911132812,59.546028674450476,0.20600691810723504,16,0.1917746495151384
FW,diminishing,574,0.07264900207519531,59.5459072357898,0.28699001376791244,16,0.19177425840834073
FW,diminishing,575,0.07278585433959961,59.54588044186687,0.17604794928251977,16,0.19177417211551326
FW,diminishing,576,0.0729060173034668,59.545800773455774,0.22573772242334655,16,0.19177391553447914
FW,diminishing,577,0.0730278491973877,59.54575402489676,0.21200318186842537,16,0.1917737649755129
FW,diminishing,578,0.07314896583557129,59.54569299716559,0.1582047708765728,16,0.1917735684288747
FW,diminishing,579,0.07326984405517578,59.545689789095526,0.18981129859116663,16,0.191773558096926
FW,diminishing,580,0.07339096069335938,59.54561091483123,0.22453131508708424,16,0.19177330407353052
FW,diminishing,581,0.07351398468017578,59.54555370360919,0.2928731261767936,16,0.19177311981838707
FW,diminishing,582,0.07363390922546387,59.54552134955886,0.19427080717197498,16,0.19177301561854707
FW,diminishing,583,0.07374072074890137,59.54551011137006,0.27073570522302504,16,0.19177297942470228
FW,diminishing,584,0.07384777069091797,59.545259819189766,0.4360916676962674,16,0.19177217333072388
FW,diminishing,585,0.07395267486572266,59.545236147053174,0.24754813056289038,16,0.1917720970919587
FW,diminishing,586,0.07407379150390625,59.54516059260804,0.220216112507444,16,0.19177185376041236
FW,diminishing,587,0.07419490814208984,59.54509438706978,0.29619458009692323,16,0.19177164053806692
FW,diminishing,588,0.07431578636169434,59.545067417373474,0.255274345599652,16,0.19177155367914162
FW,diminishing,589,0.07442092895507812,59.54498769471877,0.218791033126287,16,0.19177129692340988
FW,diminishing,590,0.07454180717468262,59.54489023020164,0.33759317160800606,16,0.1917709830280246
FW,diminishing,591,0.07466292381286621,59.54485881143104,0.2181731259412132,16,0.19177088184035762
FW,diminishing,592,0.07477188110351562,59.544776306843374,0.3092325698441911,16,0.19177061612509944
