Date,return_assets,return_capital,return_equity,return_invested_capital,return_common_equity,gross_margin,sga_margin,ebitda_margin,ebita_margin,ebit_margin,earning_co_margin,ni_margin,ni_norm_margin,ni_avail_excl_margin,lfcf_margin,ufcf_margin,cf_total_rev,asset_turns,fixed_asset_turns,ar_turns,inventory_turns,current_ratio,quick_ratio,days_sales_out,days_inventory_out,days_payable_out,cash_conversion,cfo_current_liab,total_debt_equity,total_debt_capital,lt_debt_equity,lt_debt_capital,total_liab_total_assets,ebit_int,ebitda_int,ebitda_capex_int,total_debt_ebitda,net_debt_ebitda,total_debt_ebitda_capex,net_debt_ebitda_capex,ebitda_excl_oper_leases_int,ebitda_excl_oper_leases_capex_int,total_debt_ebitda_excl_oper_leases,net_debt_ebitda_excl_oper_leases,total_debt_ebitda_excl_oper_leases_capex,net_debt_ebitda_excl_oper_leases_capex,total_rev_employee,z_score,capex_pct_rev,Ticker
2007-12-31,4.5945,6.1368,12.4796,2.8933,13.0925,47.4633,16.1841,32.266,21.167,21.167,13.7165,13.4745,9.9088,13.4745,-19.226,-13.2464,,0.3473,0.62592,4.47751,6.07735,0.82569,0.56615,81.51837,60.05893,108.30864,33.26866,0.55965,81.4643,44.8927,63.7644,35.1388,58.7876,2.21245,3.37256,0.37225,4.02269,3.79043,36.44531,34.34098,3.37256,0.37225,4.02269,3.79043,36.44531,34.34098,754.265,,28.7046,IBE.MC
2008-03-31,5.1482,7.0663,16.1935,4.3874,16.823,44.5357,14.6108,28.675,20.9893,20.3975,15.122,14.7226,9.6018,14.7226,12.6001,16.6361,,0.40383,0.73685,4.17617,7.55582,1.49978,1.27839,87.64016,48.43937,,,0.74571,76.6638,43.3953,76.6638,43.3953,59.0744,3.15867,4.44048,1.1041,3.65181,2.95199,14.68683,11.8723,4.44048,1.1041,3.65181,2.95199,14.68683,11.8723,,,21.5451,IBE.MC
2008-06-30,3.6894,4.9628,12.2747,3.2243,12.5569,43.5285,14.3937,28.7035,19.2386,19.2386,14.4729,14.1041,8.9621,14.1041,-17.1621,-11.8516,,0.30684,0.64268,4.01306,5.8014,0.97082,0.81003,91.20208,63.08815,125.66207,28.62815,0.52596,77.6262,43.702,61.9326,34.8668,60.572,2.2642,3.37813,0.31972,3.46735,2.95925,36.63604,31.26752,3.37813,0.31972,3.46735,2.95925,36.63604,31.26752,,,25.9869,IBE.MC
2008-09-30,3.8301,5.1939,12.2209,3.1832,12.4911,43.4716,14.0532,28.3036,18.8524,18.8524,13.84,13.4815,8.8735,13.4815,-18.7792,-16.616,,0.32506,0.64713,3.926,6.75839,1.46523,1.2339,93.22459,54.15482,,,0.62308,94.4333,48.5685,94.4333,48.5685,63.0334,5.44705,8.17779,,4.07277,3.32179,,,8.17779,,4.07277,3.32179,,,,,38.8925,IBE.MC
2008-12-31,3.4845,4.8492,11.0896,2.7815,11.6996,39.6909,14.3768,26.1554,16.9682,16.9682,11.7823,11.3533,7.8325,11.3533,-10.3161,-3.9452,,0.32857,0.64704,4.96993,7.30816,0.67037,0.42563,73.64286,50.08088,95.35032,28.37342,0.21807,132.2273,56.9387,94.6664,40.7645,70.0501,1.66462,2.56591,,5.15816,4.73749,,,2.56591,,5.15816,4.73749,,,896.788,,26.9897,IBE.MC
2009-03-31,3.414,4.9252,9.2796,1.5122,9.7802,39.1954,14.3062,25.4216,16.5022,16.5022,9.5926,9.2301,7.4864,9.2301,-0.9838,5.4834,,0.33102,0.65292,3.97751,8.35365,1.14366,0.95636,91.76575,43.69342,,,0.58141,131.1254,56.7334,131.1254,56.7334,71.0152,1.59478,2.45675,,5.07407,4.14061,,,2.45675,,5.07407,4.14061,,,,,29.2598,IBE.MC
2009-06-30,3.2795,4.7464,8.7635,1.679,9.14,38.9097,14.6967,25.6283,16.1553,16.1553,9.5706,9.1607,7.0429,9.1607,-3.4772,3.832,,0.3248,0.63403,4.45532,6.66882,1.10339,0.94912,81.92425,54.73212,122.46955,14.18682,0.29219,112.5569,52.9537,96.3921,45.3488,67.8659,1.38139,2.19139,0.17299,4.71416,3.50105,59.71798,44.35059,2.19139,0.17299,4.71416,3.50105,59.71798,44.35059,,,23.6052,IBE.MC
2009-09-30,3.1939,4.4854,8.6626,1.3432,8.9853,37.1661,14.9342,24.5867,15.5603,15.5603,9.3026,8.8625,6.785,8.8625,-8.4028,2.0125,,0.32842,0.63584,4.34991,7.86475,1.71417,1.43845,83.90949,46.40939,,,0.53436,109.3596,52.2353,109.3596,52.2353,66.2796,0.93373,1.47537,0.25213,4.77775,3.55357,27.95718,20.79381,1.47537,0.25213,4.77775,3.55357,27.95718,20.79381,,,20.3849,IBE.MC
2009-12-31,3.2609,4.6347,10.7372,0.7527,11.2972,41.6654,15.0944,27.2525,17.4153,17.4153,11.3498,10.9081,7.8431,10.9081,-8.4954,-2.5341,,0.29959,0.58626,5.06191,6.73879,1.09219,0.83008,72.10685,54.16381,128.50336,-2.23271,0.44265,113.2674,53.1105,94.0032,44.0776,66.6365,1.82586,2.85721,1.00333,4.65991,3.82544,13.27012,10.89378,2.85721,1.00333,4.65991,3.82544,13.27012,10.89378,791.536,,17.6826,IBE.MC
2010-03-31,3.2089,4.7558,10.9387,2.1356,11.5244,42.0456,15.0184,26.9962,18.519,17.879,11.8694,11.3857,8.2673,11.3857,-8.1759,-4.8534,,0.28717,0.55004,4.3665,7.43957,1.53501,1.33409,83.59084,49.06184,,,0.65515,103.9226,50.9617,103.9226,50.9617,66.6762,3.3633,5.07837,1.61348,4.47985,3.21364,14.10018,10.11484,5.07837,1.61348,4.47985,3.21364,14.10018,10.11484,,,18.4191,IBE.MC
2010-06-30,3.1997,4.7337,9.4689,1.8324,10.1975,40.1104,13.784,25.3698,17.2683,16.6776,10.0583,9.9111,7.7874,9.9111,-5.222,-1.4643,,0.30697,0.58783,5.2703,7.38221,1.18324,0.94081,69.25583,49.4429,122.60095,-3.90222,0.5273,102.5823,50.6373,92.6922,45.7553,66.9558,2.77393,4.21966,1.49071,4.53091,3.56708,12.82539,10.09714,4.21966,1.49071,4.53091,3.56708,12.82539,10.09714,,,16.4072,IBE.MC
2010-09-30,3.3831,4.8449,9.7452,3.3983,10.37,39.6086,13.3662,25.3666,17.1604,16.5897,10.0901,9.8503,7.6205,9.8503,-0.9718,3.6153,,0.32629,0.60669,5.91333,8.26961,1.62985,1.39514,61.72479,44.13726,,,0.7572,104.1915,51.0263,104.1915,51.0263,66.1571,2.26032,3.45615,1.117,4.38341,3.1737,13.56286,9.81987,3.45615,1.117,4.38341,3.1737,13.56286,9.81987,,,17.1683,IBE.MC
2010-12-31,3.3407,4.8085,9.6937,4.5733,10.3056,38.2675,12.7466,24.7378,15.8711,15.8711,9.6668,9.4341,7.0979,9.4341,3.8138,9.799,,0.33679,0.64042,5.57248,9.1132,1.02487,0.84636,65.50035,40.05145,114.49065,-8.93885,0.44461,100.9913,50.2466,82.3794,40.9865,66.2083,1.65735,2.58325,0.78996,4.24775,3.17211,13.89062,10.37313,2.58325,0.78996,4.24775,3.17211,13.89062,10.37313,970.872,,17.1729,IBE.MC
2011-03-31,3.3527,4.8751,9.4718,4.6649,9.98,37.3927,12.1534,24.3622,16.9514,15.8711,9.7931,9.4918,7.2867,9.4918,-10.5525,-7.5986,,0.338,0.63233,4.40284,10.42134,1.1149,0.99027,82.90099,35.02394,,,0.45417,90.5347,47.5161,71.4356,37.4921,63.4936,3.35805,5.15463,1.83803,4.09247,2.97859,11.47706,8.35325,5.15463,1.83803,4.09247,2.97859,11.47706,8.35325,,,15.6751,IBE.MC
2011-06-30,3.2958,4.8519,9.8398,4.6421,9.9611,38.561,12.4444,25.9194,16.1837,16.1837,10.2371,9.6773,7.3311,9.6773,-3.6369,1.2242,,0.32584,0.61418,5.32612,9.05808,0.87949,0.69448,68.52985,40.29527,111.21842,-2.39331,0.39476,98.2285,49.5531,75.1341,37.9027,65.2232,2.0807,3.33239,1.34608,3.99367,3.26738,9.88682,8.08881,3.33239,1.34608,3.99367,3.26738,9.88682,8.08881,,,15.4495,IBE.MC
2011-09-30,3.2358,4.6349,9.8014,4.2959,9.8455,38.28,12.4378,25.253,15.5104,15.5104,9.9702,9.5527,7.1364,9.5527,-7.3379,-2.2802,,0.3338,0.61796,5.586,9.232,1.74954,1.4779,65.34194,39.53607,,,0.88732,107.0016,51.6912,107.0016,51.6912,65.9351,1.91668,3.12061,1.39218,4.3531,3.45334,9.7576,7.74076,3.12061,1.39218,4.3531,3.45334,9.7576,7.74076,,,13.987,IBE.MC
2011-12-31,3.1401,4.5925,8.9569,4.0334,9.0517,37.9985,12.3808,24.262,15.1386,15.1386,9.1798,8.8616,6.9781,8.8616,-2.8149,2.0594,,0.33188,0.61906,5.65951,9.60978,1.12619,0.88153,64.49295,37.9819,113.14197,-10.66713,0.43364,101.0509,50.2613,90.9183,45.2215,65.7709,1.94107,3.11086,1.47273,4.37024,3.56251,9.2313,7.52511,3.11086,1.47273,4.37024,3.56251,9.2313,7.52511,992.568,,12.776,IBE.MC
2012-03-31,3.2257,4.6494,8.4166,3.9898,8.6504,37.4161,12.2054,24.1574,16.6363,15.1325,8.7995,8.6536,6.9937,8.6536,2.8659,4.9788,,0.34107,0.63333,4.49327,10.88404,1.12669,0.91645,81.45513,33.62698,141.52415,-26.44204,0.43502,98.7007,49.673,86.5576,43.5617,65.1703,4.47628,7.14589,3.5435,4.21935,3.48661,8.50881,7.03116,7.14589,3.5435,4.21935,3.48661,8.50881,7.03116,,,12.1782,IBE.MC
2012-06-30,3.0937,4.4108,8.8198,4.0926,8.9707,36.933,12.1486,23.1209,14.2157,14.2157,8.8723,8.7717,6.1457,8.7717,-3.9988,-0.5412,,0.3482,0.63826,6.15586,10.48863,1.18777,0.93905,59.45524,34.89481,93.58657,0.76348,0.49481,102.1358,50.5283,89.0175,44.0384,64.7325,2.56966,4.17937,2.04011,4.57395,3.82605,9.37017,7.83803,4.17937,2.04011,4.57395,3.82605,9.37017,7.83803,,,11.8347,IBE.MC
2012-09-30,3.1045,4.4166,9.2578,4.2469,9.2533,37.2658,12.1648,22.9233,14.0427,14.0427,9.0633,8.9694,5.9969,8.9694,0.4249,3.8,,0.35372,0.64398,6.22616,10.42421,1.22724,0.98801,58.78399,35.11038,,,0.4222,99.2314,49.8071,88.4036,44.3723,64.8271,2.60045,4.24496,2.25292,4.38612,3.55076,8.26436,6.69036,4.24496,2.25292,4.38612,3.55076,8.26436,6.69036,,,10.7573,IBE.MC
2012-12-31,2.822,4.1172,8.4107,3.8944,8.4081,36.7767,12.3329,23.5022,12.7949,12.7949,8.1664,8.0845,5.3602,8.0845,2.2783,6.1524,,0.35289,0.64634,6.18978,10.78838,1.05802,0.86299,59.1295,33.92527,103.93082,-10.87606,0.43671,99.0273,49.7556,85.6084,43.0134,65.7005,2.06415,3.79151,1.95377,4.09107,3.27308,7.93916,6.35176,3.79151,1.95377,4.09107,3.27308,7.93916,6.35176,1091.358,,11.3914,IBE.MC
2013-03-31,2.8747,4.1341,7.7474,3.1871,7.7503,37.314,12.2073,21.8703,14.5033,13.187,7.8645,7.7986,5.7594,7.7986,-2.7818,-0.064,,0.3488,0.63933,5.47719,11.46717,1.16472,0.92676,66.63988,31.82983,94.49558,3.97412,0.53731,94.1588,48.4957,79.4608,40.9256,64.0152,3.0326,5.02949,2.52516,4.44255,3.66433,8.84845,7.29843,5.02949,2.52516,4.44255,3.66433,8.84845,7.29843,,,10.8898,IBE.MC
2013-06-30,1.8237,2.6497,8.2239,4.0322,8.2273,37.7222,12.0559,17.3866,9.766,8.4293,8.6227,8.5537,3.3214,8.5537,13.4987,16.2296,,0.34617,0.62239,6.81662,10.36102,1.14875,0.90545,53.5455,35.22798,108.25645,-19.48297,0.55214,77.4357,43.6415,77.4357,43.6415,62.6421,1.92921,3.97923,1.45932,4.72964,3.8039,12.89668,10.37239,3.97923,1.45932,4.72964,3.8039,12.89668,10.37239,,,11.0103,IBE.MC
2013-09-30,1.7171,2.4475,7.9059,2.7528,7.8854,38.0318,12.1619,22.7037,9.5566,8.1682,8.5504,8.4583,3.1307,8.4583,2.3455,5.0934,,0.33636,0.60159,6.86632,9.86863,1.03543,0.79941,53.15787,36.98582,91.17992,-1.03624,0.60213,86.6685,46.4291,73.5773,39.416,62.3699,1.85783,5.16388,2.32212,4.18914,3.52845,9.31571,7.84649,5.16388,2.32212,4.18914,3.52845,9.31571,7.84649,,,12.4941,IBE.MC
2013-12-31,2.6618,3.8491,7.5998,3.7411,7.638,37.9117,12.5797,21.0839,13.5753,12.7863,8.3752,8.3586,6.0517,8.3586,-3.1836,-0.5821,,0.33308,0.59556,6.28631,9.84005,0.91405,0.66847,58.06238,37.09313,97.61743,-2.46193,0.52041,78.3905,43.9432,68.4041,38.3451,60.6973,3.07184,5.06528,2.67511,4.22188,3.93652,7.99407,7.45375,5.06528,2.67511,4.22188,3.93652,7.99407,7.45375,1013.009,,9.9489,IBE.MC
2014-03-31,2.5684,3.6833,7.3538,3.8563,7.3681,38.5282,12.6868,20.821,13.3087,12.509,8.4031,8.3695,5.7078,8.3695,7.8162,10.6742,,0.32852,0.58853,5.53109,10.57012,0.99853,0.78195,65.99054,34.53119,90.53241,9.98932,0.47931,77.5111,43.6655,66.4716,37.4464,60.7999,2.73554,4.55323,2.29145,4.29625,3.67981,8.53689,7.312,4.55323,2.29145,4.29625,3.67981,8.53689,7.312,,,10.3427,IBE.MC
2014-06-30,3.7175,5.4849,6.4517,3.3289,6.4549,38.6341,13.0138,26.5634,18.9313,18.124,7.5251,7.4801,9.3027,7.4801,-3.4103,-0.9932,,0.32819,0.57944,6.58773,9.67447,0.99108,0.77764,55.40591,37.72786,119.27397,-26.14021,0.5324,76.6938,43.4049,65.8063,37.2431,60.7678,4.68641,6.86864,4.27778,3.39304,2.86943,5.44805,4.60732,6.86864,4.27778,3.39304,2.86943,5.44805,4.60732,,,10.0197,IBE.MC
2014-09-30,3.7727,5.4063,5.9437,3.2084,5.9612,38.9228,13.0986,21.549,19.2201,18.4129,6.9463,6.9246,9.3993,6.9246,5.8164,8.2562,,0.32783,0.57342,7.04626,9.23621,0.93346,0.7144,51.80044,39.51819,93.15749,-1.83887,0.4945,77.7441,43.7393,65.943,37.0999,60.9995,4.71679,5.52017,3.08319,4.27879,3.61875,7.66079,6.47905,5.52017,3.08319,4.27879,3.61875,7.66079,6.47905,,,9.5132,IBE.MC
2014-12-31,2.8125,4.1033,6.6617,3.4357,6.5868,40.5548,13.0899,22.689,14.5206,13.7501,7.8739,7.8179,6.554,7.7467,9.3099,11.7228,,0.32727,0.56817,6.94845,8.78347,0.82723,0.61758,52.52971,41.55525,94.56858,-0.48363,0.50034,76.008,43.1844,64.2207,36.4874,61.9112,3.56168,5.87712,2.97617,3.98279,3.56343,7.86491,7.03678,5.87712,2.97617,3.98279,3.56343,7.86491,7.03678,1071.777,,11.1993,IBE.MC
2015-03-31,2.774,4.0374,6.4678,3.5942,6.3987,40.7043,13.1225,22.915,14.5269,13.7679,7.7313,7.6807,6.5836,7.6105,5.5717,7.5944,,0.32238,0.56129,5.38276,9.8037,0.81502,0.67107,67.80897,37.23073,105.08095,-0.04125,0.4541,79.0406,44.1467,64.0697,35.785,62.071,4.25407,7.08037,3.66825,4.24328,3.78882,8.19029,7.3131,7.08037,3.66825,4.24328,3.78882,8.19029,7.3131,,,11.043,IBE.MC
2015-06-30,2.7301,3.989,6.6814,3.5391,6.6527,40.8255,13.2792,22.6228,13.996,13.2489,7.9595,7.9501,6.127,7.881,4.2247,6.5512,,0.3297,0.56191,6.24623,10.19494,0.81075,0.62249,58.43504,35.80176,94.84598,-0.60919,0.45736,71.9636,41.8481,62.2276,36.1865,60.6816,3.55928,6.07751,2.74177,3.91356,3.60009,8.67493,7.98008,6.07751,2.74177,3.91356,3.60009,8.67493,7.98008,,,12.4168,IBE.MC
2015-09-30,2.7554,4.022,6.8053,3.8457,6.739,40.6994,13.4981,22.7756,13.9361,13.2021,7.9414,7.8896,6.2625,7.8217,4.1474,6.283,,0.33393,0.56556,6.74117,10.38873,0.79133,0.61229,54.14483,35.13417,96.46768,-7.18868,0.45347,73.9461,42.5109,62.4051,35.8761,61.0635,3.86363,6.66535,3.42134,3.86752,3.53312,7.5346,6.88313,6.66535,3.42134,3.86752,3.53312,7.5346,6.88313,,,11.0848,IBE.MC
2015-12-31,2.6034,3.8766,6.4166,3.3861,6.6149,40.8759,13.8572,22.2146,13.7164,13.1525,7.8282,7.7757,6.424,7.7074,1.8067,3.9752,,0.31671,0.54048,6.84562,9.68384,0.73202,0.54257,53.31847,37.69136,102.9895,-11.97967,0.42908,71.8928,41.8242,59.9846,34.8965,60.869,3.7908,6.40268,2.89015,4.21868,3.97263,9.34583,8.80073,6.40268,2.89015,4.21868,3.97263,9.34583,8.80073,1156.416,,12.187,IBE.MC
2016-03-31,2.4848,3.683,6.4472,2.7175,6.6026,41.7836,14.5206,22.2894,13.6753,13.1005,8.1236,8.0165,6.6009,7.9469,0.9683,3.1398,,0.30348,0.51746,4.89057,10.10071,0.73252,0.55956,74.83785,36.23473,114.36622,-3.29363,0.41454,73.9992,42.5284,60.2867,34.6477,61.4665,3.77062,6.41541,2.5565,4.32648,4.08341,10.8571,10.24711,6.41541,2.5565,4.32648,4.08341,10.8571,10.24711,,,13.4072,IBE.MC
2016-06-30,2.6238,3.8656,6.2799,3.2274,6.3573,43.0095,14.7408,23.3662,14.5266,13.9397,8.0834,7.8939,7.0622,7.8228,1.4133,3.6,,0.30117,0.50797,5.77528,10.45243,0.79749,0.63718,63.37327,35.01559,97.82887,0.55998,0.46828,78.1094,43.8547,63.9321,35.8948,61.7509,3.98426,6.67857,2.76356,4.38656,3.89636,10.60081,9.41617,6.67857,2.76356,4.38656,3.89636,10.60081,9.41617,,,13.6974,IBE.MC
2016-09-30,2.73,4.0175,6.8568,2.9166,6.9152,44.6211,14.8836,24.6389,15.5091,14.9037,9.0178,8.7643,7.6098,8.691,-1.1395,1.0531,,0.29309,0.49098,5.59648,10.23208,0.80138,0.62625,65.39798,35.76955,105.30113,-4.1336,0.48128,78.5304,43.9871,65.286,36.5685,61.8182,4.24801,7.02285,2.37403,4.29383,3.89306,12.702,11.51643,7.02285,2.37403,4.29383,3.89306,12.702,11.51643,,,16.3099,IBE.MC
2016-12-31,2.7081,4.0224,7.2106,3.685,7.4865,44.9784,14.3998,26.6558,17.4656,15.9233,10.235,9.4056,7.8215,9.7556,0.8704,2.861,,0.27212,0.46104,6.1467,9.22478,0.76206,0.57602,59.54381,39.6755,124.71779,-25.49849,0.47743,76.733,43.4174,65.1529,36.8651,61.8697,4.99936,8.36901,3.18512,4.07262,3.81119,10.70095,10.01403,8.36901,3.18512,4.07262,3.81119,10.70095,10.01403,1013.038,,16.511,IBE.MC
2017-03-31,2.5755,3.8252,7.1702,3.7311,7.4341,44.6334,14.2471,26.1128,16.7299,15.1882,10.0956,9.2593,7.2339,9.6092,0.3754,2.3371,,0.27132,0.45836,4.69327,9.45051,0.8915,0.70777,77.77092,38.62211,118.69472,-2.30169,0.45101,78.4659,43.9669,68.0172,38.1121,62.1187,4.839,8.31961,2.91713,4.2663,3.87616,12.16744,11.05475,8.31961,2.91713,4.2663,3.87616,12.16744,11.05475,,,16.9568,IBE.MC
2017-06-30,2.668,3.9148,7.6141,3.3694,7.8803,44.9237,14.4277,26.1154,16.9277,15.3948,10.4103,9.5611,7.3795,9.909,-5.9771,-4.1171,,0.2773,0.46664,5.44712,9.02954,0.80975,0.61008,67.0078,40.42266,99.57054,7.85991,0.44201,81.4181,44.8787,67.4829,37.1974,62.4177,5.17317,8.77564,2.17619,4.25652,3.9348,17.16475,15.86739,8.77564,2.17619,4.25652,3.9348,17.16475,15.86739,,,19.6393,IBE.MC
2017-09-30,2.4869,3.6194,8.1577,3.7422,8.7769,44.3341,14.4316,25.4405,16.3382,14.818,11.4061,10.5557,7.355,10.9007,-4.5384,-2.6665,,0.26853,0.46581,4.94531,9.53439,0.77775,0.60739,73.80702,38.2823,113.55552,-1.46621,0.16228,87.1901,46.5783,71.0267,37.9436,63.0301,4.94738,8.494,1.96529,4.95252,4.56345,21.40485,19.7233,8.494,1.96529,4.95252,4.56345,21.40485,19.7233,,,19.5543,IBE.MC
2017-12-31,1.9298,2.7654,8.2065,3.4033,8.2284,42.746,15.4183,20.3419,11.8848,10.7358,10.9488,8.9689,3.8683,9.7782,-9.6443,-7.8059,,0.28762,0.49234,6.28477,10.21768,0.82505,0.63148,58.07661,35.72219,104.91816,-11.11936,0.33992,86.7426,46.4503,69.4861,37.2095,61.3933,3.64989,6.91571,0.70971,5.8287,5.25871,56.79728,51.24305,6.91571,0.70971,5.8287,5.25871,56.79728,51.24305,926.483,,18.2543,IBE.MC
2018-03-31,2.104,3.0363,8.3617,3.6109,8.2343,42.6307,15.1939,21.0094,12.5363,11.4279,10.7742,8.6833,4.0238,9.4639,-6.3503,-4.4533,,0.29458,0.50843,5.0485,10.3878,0.82652,0.66756,72.29847,35.13709,101.57366,5.8619,0.36095,86.4848,46.3763,69.5744,37.3083,61.9707,3.76504,6.92172,0.95879,5.42041,4.87955,39.13129,35.22664,6.92172,0.95879,5.42041,4.87955,39.13129,35.22664,,,18.0992,IBE.MC
2018-06-30,2.1641,3.0816,8.2789,3.5258,8.0053,42.0197,15.0049,20.4549,12.2264,11.1628,10.2082,7.9824,3.7476,8.827,-2.2238,-0.2633,,0.31019,0.52409,6.12071,9.59124,0.86248,0.65976,59.63334,38.05527,84.48035,13.20826,0.40765,85.5912,46.1181,72.0869,38.8417,61.1305,3.55862,6.52083,1.76314,5.42462,4.89731,20.0625,18.1123,6.52083,1.76314,5.42462,4.89731,20.0625,18.1123,,,14.9241,IBE.MC
2018-09-30,2.2833,3.2415,7.6656,3.106,7.4473,41.8834,14.5526,21.185,12.6369,11.6276,9.1221,6.9634,3.6018,7.6743,-2.7295,-0.7792,,0.3142,0.54955,5.65189,11.15322,0.77016,0.5962,64.57982,32.7259,93.35824,3.94748,0.50376,89.5935,47.2555,70.0195,36.9313,62.1837,3.72622,6.78902,1.96756,5.05508,4.58888,17.4424,15.8338,6.78902,1.96756,5.05508,4.58888,17.4424,15.8338,,,15.0452,IBE.MC
2018-12-31,3.0189,4.1798,7.8158,3.5538,8.3244,44.0049,13.9558,25.2529,17.1278,15.4047,9.6605,8.5929,7.0069,8.7388,1.5254,3.3804,,0.31356,0.54264,6.4505,9.71363,0.82787,0.6316,56.58449,37.57602,94.96899,-0.80848,0.47071,85.9842,46.232,70.4896,37.9008,61.0957,5.19027,8.5084,3.85071,4.26894,3.89363,9.43251,8.60324,8.5084,3.85071,4.26894,3.89363,9.43251,8.60324,1055.993,,13.824,IBE.MC
2019-03-31,3.0565,4.3056,7.9712,3.6188,8.2985,43.9054,13.8532,25.4624,17.4312,15.7464,9.8196,8.7533,7.2411,8.896,-0.2992,1.5453,,0.31057,0.54594,4.63303,9.31998,0.82015,0.65883,78.78197,39.16304,104.80464,13.14037,0.36611,84.6699,45.8493,66.0073,35.7434,61.5233,5.33551,8.62766,4.04277,4.23651,3.83,9.04112,8.17358,8.62766,4.04277,4.23651,3.83,9.04112,8.17358,,,13.5311,IBE.MC
2019-06-30,3.1966,4.4464,8.2343,3.6213,8.8361,44.7206,13.8188,26.2434,18.0675,16.3779,10.2016,9.0789,7.4759,9.2044,-0.4285,1.4656,,0.31229,0.53313,5.90806,8.66443,0.72402,0.54552,61.7799,42.12611,82.95976,20.94626,0.3854,86.0374,46.2473,67.2624,36.1553,61.4845,5.4042,8.65949,4.08377,4.1103,3.85427,8.71575,8.17285,8.65949,4.08377,4.1103,3.85427,8.71575,8.17285,,,13.8671,IBE.MC
2019-09-30,3.2271,4.5145,8.7304,4.2149,9.2569,45.6748,14.181,25.7275,16.9379,16.9379,10.9678,9.8836,7.8708,10.0287,,,,0.30484,0.52314,5.56357,9.24007,0.78995,0.6184,65.6051,39.50176,91.89934,13.20753,,83.938,45.6338,67.8478,36.8862,61.249,5.37638,8.16637,8.16637,4.26003,3.91656,4.26003,3.91656,8.16637,8.16637,4.26003,3.91656,4.26003,3.91656,,,,IBE.MC
2019-12-31,3.068,4.2459,8.5114,3.6883,9.3509,44.6319,13.9085,25.6572,17.9098,15.857,10.6482,9.512,7.0311,9.5285,2.7041,4.4948,,0.30957,0.52815,6.28515,8.55629,0.70869,0.53442,58.07333,42.65865,92.01249,8.71949,0.36146,87.1257,46.56,67.9245,36.2988,61.4322,5.53448,9.09291,3.92816,4.33151,4.04445,10.02658,9.36211,8.95498,3.79023,4.39822,4.10675,10.39146,9.70281,1039.363,,14.7977,IBE.MC
2020-03-31,2.9846,4.2188,8.9717,3.9085,9.4366,46.143,14.2135,26.6505,18.3543,16.2606,11.6615,10.5662,8.3427,10.583,0.9958,2.8217,,0.29368,0.50545,4.57017,7.53786,0.7995,0.5945,80.08446,48.55466,110.6041,18.03502,0.37877,85.9656,46.2266,68.7958,36.9938,62.1167,5.56587,9.26023,3.57814,4.19559,3.89885,10.85821,10.09024,9.12226,3.44016,4.25905,3.95782,11.29369,10.49492,,,16.6001,IBE.MC
2020-06-30,2.8707,4.0329,8.8484,3.8445,10.056,46.4504,14.5246,26.6635,17.973,15.8127,11.5844,10.6804,8.2738,10.6198,19.5216,21.3286,,0.29048,0.48881,5.41128,7.32657,0.79412,0.59027,67.63643,49.95497,93.20117,24.39024,0.4377,88.2939,46.8915,71.0023,37.7082,62.4343,5.46953,9.36663,3.20679,4.31431,4.00661,12.60156,11.7028,9.22278,3.06294,4.38161,4.06911,13.19341,12.25245,,,17.8084,IBE.MC
2020-09-30,2.8398,3.9825,8.7557,4.2405,9.6867,47.1989,14.7221,26.9834,15.8796,15.8796,11.558,10.5676,8.4181,10.5822,,,,0.28614,0.47943,5.3822,7.82034,0.70312,0.5286,68.0017,46.80079,95.64422,19.15827,,93.8134,48.4039,71.7646,37.0276,63.1942,3.22627,5.56771,5.56771,4.43448,4.14961,4.43448,4.14961,5.48223,5.48223,4.50361,4.21431,4.50361,4.21431,,,,IBE.MC
2020-12-31,2.8237,3.924,8.4098,3.4604,9.7277,48.7102,15.227,27.6844,18.5125,16.6903,11.9776,10.8945,7.7602,10.7255,1.5873,3.4409,,0.2707,0.45534,5.62208,6.82046,0.83498,0.64955,65.10005,53.66182,110.83285,7.92902,0.46551,86.1684,46.2851,69.2214,37.1821,61.4603,5.62767,9.4822,3.83215,4.36509,3.93777,10.8009,9.74356,9.33469,3.68464,4.43407,4.0,11.2333,10.13363,930.072,,16.7566,IBE.MC
2021-03-31,2.7896,3.9336,7.7756,3.1282,8.6378,47.9313,14.8653,27.2682,18.2956,16.509,11.2007,9.9489,6.4469,9.7833,2.1533,3.9225,,0.27036,0.45131,4.74325,6.73416,0.86256,0.67803,76.95149,54.20104,106.8147,24.33784,0.47591,78.4546,43.9633,65.048,36.4507,60.0007,5.83208,9.78443,3.58945,4.20849,3.87454,11.47186,10.56156,9.63292,3.43793,4.27468,3.93548,11.97745,11.02702,,,17.5363,IBE.MC
2021-06-30,2.982,4.2094,7.7061,3.0043,8.7709,46.8557,14.4877,27.1549,18.6367,16.9319,10.556,9.2181,6.8208,9.0798,3.9997,5.7391,,0.28179,0.47106,5.13925,7.31792,0.90886,0.7227,71.0217,49.87725,99.35994,21.53902,0.46648,79.2686,44.2178,64.387,35.9164,60.4248,6.08418,9.85751,3.79057,4.17984,3.73517,10.86983,9.71344,9.75761,3.69067,4.22264,3.77341,11.16406,9.97637,,,16.8839,IBE.MC
