Date,return_assets,return_capital,return_equity,return_invested_capital,return_common_equity,gross_margin,sga_margin,ebitda_margin,ebita_margin,ebit_margin,earning_co_margin,ni_margin,ni_norm_margin,ni_avail_excl_margin,lfcf_margin,ufcf_margin,cf_total_rev,asset_turns,fixed_asset_turns,ar_turns,inventory_turns,current_ratio,quick_ratio,days_sales_out,days_inventory_out,days_payable_out,cash_conversion,cfo_current_liab,total_debt_equity,total_debt_capital,lt_debt_equity,lt_debt_capital,total_liab_total_assets,ebit_int,ebitda_int,ebitda_capex_int,total_debt_ebitda,net_debt_ebitda,total_debt_ebitda_capex,net_debt_ebitda_capex,ebitda_excl_oper_leases_int,ebitda_excl_oper_leases_capex_int,total_debt_ebitda_excl_oper_leases,net_debt_ebitda_excl_oper_leases,total_debt_ebitda_excl_oper_leases_capex,net_debt_ebitda_excl_oper_leases_capex,total_rev_employee,z_score,capex_pct_rev,Ticker
2014-12-31,0.6132,4.536,7.5427,2.5858,7.9853,14.3154,7.5943,7.0404,6.5243,6.4429,4.3926,4.135,3.4698,3.8823,4.5359,4.7977,,0.1523,94.148,9.03639,,0.5236,0.33228,40.392,,247.95107,,0.0923,46.4541,31.7192,10.8604,7.4155,90.6823,15.37917,16.8055,16.11198,4.25088,1.67337,4.43385,1.7454,16.8055,16.11198,4.25088,1.67337,4.43385,1.7454,1090.519,,0.2905,CS.PA
2015-03-31,0.5785,4.4468,7.1067,2.3119,7.5268,14.3961,7.8071,6.9895,6.4148,6.3341,4.3904,4.1234,3.4205,3.8597,-0.1669,0.0536,,0.14614,91.68572,6.4196,,2.05484,1.48023,56.85678,,43.32441,,0.37781,42.1903,29.6717,13.2665,9.3301,90.8084,17.94573,19.80254,18.95381,4.01971,1.19389,4.19971,1.24735,19.80254,18.95381,4.01971,1.19389,4.19971,1.24735,,,0.2995,CS.PA
2015-06-30,0.5742,4.4139,7.1713,2.0702,7.5554,14.4752,8.0159,6.9396,6.3074,6.2275,4.3882,4.1121,3.3722,3.8376,-0.1048,0.0753,,0.14754,92.56577,6.54061,,2.05484,1.48023,55.80485,,42.95211,,0.43129,42.1903,29.6717,13.2665,9.3301,90.8084,21.60504,24.07563,23.0056,4.01012,1.19104,4.19664,1.24644,24.07563,23.0056,4.01012,1.19104,4.19664,1.24644,,,0.3084,CS.PA
2015-09-30,0.5683,4.1097,7.0353,4.4839,7.4805,15.2863,8.3447,7.2654,6.563,6.563,4.7461,4.4753,3.6063,4.179,,,,0.13856,86.89579,8.67135,,0.56268,0.35856,42.09253,,264.69946,,,49.3579,33.0467,10.9948,7.3614,90.6246,18.58698,20.57633,20.57633,4.7218,1.69943,4.7218,1.69943,20.57633,20.57633,4.7218,1.69943,4.7218,1.69943,,,,CS.PA
2015-12-31,0.5784,4.183,7.3376,2.4952,7.8507,16.1565,8.6975,7.6148,7.0233,6.9228,5.13,4.8649,3.8574,4.5453,2.4413,2.7055,,0.1337,83.84749,8.7401,,0.56268,0.35856,41.76148,,277.16969,,0.12438,49.3579,33.0467,10.9948,7.3614,90.6246,16.3791,18.01639,17.06967,4.6689,1.68039,4.92785,1.77359,18.01639,17.06967,4.6689,1.68039,4.92785,1.77359,1001.77,,0.4001,CS.PA
2016-03-31,0.5826,4.2375,7.2006,2.3371,7.8514,16.4739,8.5979,7.9885,7.4187,7.3179,5.3808,4.9356,4.1075,4.8084,0.4359,0.7052,,0.12738,81.18547,6.31101,,1.7294,1.04791,57.9938,,36.6205,,0.26491,46.463,31.7233,11.3357,7.7396,90.1639,16.98488,18.54133,17.04435,4.56522,0.95928,4.96617,1.04353,18.54133,17.04435,4.56522,0.95928,4.96617,1.04353,,,0.6449,CS.PA
2016-06-30,0.6124,4.4546,7.5162,2.276,8.2592,16.7932,8.4977,8.3644,7.8164,7.7153,5.6331,5.0067,4.3591,5.073,0.3999,0.6743,,0.12701,80.94781,6.32349,,1.7294,1.04791,57.87924,,36.86901,,0.25091,46.463,31.7233,11.3357,7.7396,90.1639,17.57143,19.0496,17.01984,4.37288,0.91886,4.89438,1.02844,19.0496,17.01984,4.37288,0.91886,4.89438,1.02844,,,0.8912,CS.PA
2016-09-30,0.6323,4.3823,7.6799,4.5075,8.502,16.0105,8.2927,8.0325,7.4466,7.4466,5.4165,4.7871,4.2629,4.8896,,,,0.13586,82.11036,8.39297,,0.55854,0.39487,43.6078,,262.76787,,,51.7446,34.0998,12.2792,8.092,90.2122,22.50875,24.28,24.28,4.65568,1.94625,4.65568,1.94625,24.28,24.28,4.65568,1.94625,4.65568,1.94625,,,,CS.PA
2016-12-31,0.6426,4.454,7.7772,2.2631,8.63,15.3033,8.1074,7.7327,7.2927,7.2037,5.2207,4.5886,4.1759,4.724,1.3069,1.4525,,0.14274,86.26893,8.41836,,0.55854,0.39487,43.47604,,248.01295,,0.09597,51.7446,34.0998,12.2792,8.092,90.2122,30.91554,33.18581,31.59122,4.60307,1.92426,4.83542,2.02139,33.18581,31.59122,4.60307,1.92426,4.83542,2.02139,1118.585,,0.3715,CS.PA
2017-03-31,0.6031,4.1818,7.3127,2.2218,8.2246,14.6463,8.0392,7.1862,6.8101,6.7225,4.9984,4.5394,3.9018,4.5254,8.0013,8.1335,,0.14356,88.89807,6.19407,,8.51183,6.65159,58.92706,,22.2661,,1.62776,47.5441,32.2236,46.817,31.7308,90.2121,31.78571,33.97802,33.24542,4.413,1.53159,4.51025,1.56534,33.97802,33.24542,4.413,1.53159,4.51025,1.56534,,,0.1549,CS.PA
2017-06-30,0.5702,3.9536,7.1087,2.2029,8.0,14.0098,7.973,6.6568,6.3426,6.2564,4.783,4.4917,3.6364,4.3331,7.8129,7.9321,,0.14584,90.30923,6.135,,8.51183,6.65159,59.49464,,21.75583,,1.75851,47.5441,32.2236,46.817,31.7308,90.2121,32.816,34.916,35.204,4.68954,1.62756,4.65118,1.61425,34.916,35.204,4.68954,1.62756,4.65118,1.61425,,,,CS.PA
2017-09-30,0.5648,3.7886,7.5114,4.6031,8.3176,13.967,7.9204,6.4041,6.0416,6.0416,4.882,4.5878,3.4802,4.422,,,,0.14959,91.15831,8.05938,,0.53815,0.3584,45.28884,,226.90481,,,55.0063,35.4865,20.0968,12.9651,90.3436,28.2,29.89204,29.89204,5.47315,2.64314,5.47315,2.64314,29.89204,29.89204,5.47315,2.64314,5.47315,2.64314,,,,CS.PA
2017-12-31,0.548,3.6757,7.7045,2.3672,8.5301,13.9246,7.8684,6.1542,5.9083,5.8291,4.9799,4.6827,3.3258,4.51,6.7355,6.884,,0.15042,91.66402,7.9633,,0.53815,0.3584,45.83524,,225.5419,,0.12019,55.0063,35.4865,20.0968,12.9651,90.3436,24.53651,25.90476,24.65714,5.66397,2.73529,5.95056,2.8737,25.90476,24.65714,5.66397,2.73529,5.95056,2.8737,1188.228,,0.2963,CS.PA
2018-03-31,0.5406,3.6412,7.4948,2.0396,8.5793,14.5229,8.1419,6.3262,6.0887,6.0066,4.998,4.6736,3.4149,4.4948,1.2852,1.4381,,0.14402,90.06413,5.75157,,3.25619,2.00673,63.46073,,22.14382,,0.37767,61.8088,38.1986,60.8888,37.6301,90.577,24.5648,25.872,24.4368,6.44861,1.47087,6.82734,1.55726,25.872,24.4368,6.44861,1.47087,6.82734,1.55726,,,0.3509,CS.PA
2018-06-30,0.5369,3.6163,7.2419,1.7182,8.2276,15.1678,8.4367,6.5116,6.2832,6.1978,5.0174,4.6638,3.511,4.4784,1.2465,1.404,,0.13862,86.68781,5.76285,,3.25619,2.00673,63.33663,,23.18152,,0.31425,61.8088,38.1986,60.8888,37.6301,90.577,24.59355,25.83871,24.2129,6.50899,1.48464,6.94604,1.58433,25.83871,24.2129,6.50899,1.48464,6.94604,1.58433,,,0.4097,CS.PA
2018-09-30,0.5469,3.6607,3.5344,0.3679,5.5945,16.5506,9.3079,7.4079,6.9667,6.8695,2.5277,3.4334,5.1192,3.2199,25.9648,26.2024,,0.1274,77.01141,6.50101,,0.61407,0.31382,56.14503,,334.70865,,0.04702,73.4296,42.3397,38.177,22.013,91.3991,18.07339,19.48968,18.38188,6.91721,3.23036,7.33408,3.42504,19.48968,18.38188,6.91721,3.23036,7.33408,3.42504,,,0.421,CS.PA
2018-12-31,0.5646,3.7792,0.067,-0.9462,3.4929,18.163,10.3133,8.4416,7.7547,7.6438,0.0516,2.0108,6.9772,2.1667,27.4924,27.8224,,0.1182,71.45015,6.72575,,0.61665,0.31514,54.26893,,367.86854,,0.03715,73.4296,42.3397,38.177,22.013,91.3991,14.47509,15.98577,15.1637,6.54263,3.05543,6.89732,3.22107,15.98577,15.1637,6.54263,3.05543,6.89732,3.22107,888.503,,0.4341,CS.PA
2019-03-31,0.5821,3.6218,-0.1991,-1.1751,3.1111,16.5836,9.766,7.6962,6.8063,6.7039,-0.1418,1.6562,6.1769,1.7911,-1.6194,-1.2454,,0.13894,53.22448,4.81596,,4.26542,2.8282,75.78933,,35.35828,,0.27545,62.9106,38.6166,61.6811,37.8619,89.5388,11.20377,12.86222,12.28426,5.6659,2.99735,5.93247,3.13837,12.86222,12.28426,5.6659,2.99735,5.93247,3.13837,,,0.3458,CS.PA
2019-06-30,0.5512,3.4296,-0.4652,-1.3953,2.7463,15.2285,9.2964,7.0567,5.9925,5.8974,-0.3079,1.352,5.4903,1.4689,-1.4866,-1.075,,0.14956,57.29192,4.883,,4.26542,2.8282,74.74908,,32.32294,,0.21879,62.9106,38.6166,61.6811,37.8619,89.5388,8.95349,10.71359,10.30355,5.74066,3.0369,5.96911,3.15776,10.71359,10.30355,5.74066,3.0369,5.96911,3.15776,,,0.27,CS.PA
2019-09-30,0.5512,3.4296,-0.4652,-1.3953,2.7463,15.2285,9.2964,7.0567,5.9925,5.8974,-0.3079,1.352,5.4903,1.4689,-1.4866,-1.075,,0.14956,57.29192,4.883,,4.26542,2.8282,74.74908,,32.32294,,0.21879,62.9106,38.6166,61.6811,37.8619,89.5388,8.95349,10.71359,10.30355,5.74066,3.0369,5.96911,3.15776,10.71359,10.30355,5.74066,3.0369,5.96911,3.15776,,,0.27,CS.PA
2019-12-31,0.4349,2.6471,5.1521,0.4188,5.4819,13.0073,8.055,5.5082,4.5842,4.4745,3.1598,2.8976,2.4509,2.7248,1.9469,2.285,,0.15554,59.52996,5.26937,,0.56727,0.26006,69.26824,,336.46832,,0.04391,71.1257,41.5634,35.6391,20.8263,89.3423,8.27222,10.18333,9.54167,8.07324,4.98322,8.61616,5.31834,10.18333,9.54167,8.07324,4.98322,8.61616,5.31834,1156.765,,0.347,CS.PA
2020-03-31,0.4502,2.5445,4.4964,1.3262,4.6757,13.8217,8.7021,5.6879,4.7612,4.6412,3.02,2.7985,2.5184,2.6284,-2.9262,-2.5047,,0.15522,43.03112,3.72627,,3.02911,1.62196,98.22122,,44.70214,,0.31867,76.2489,43.262,76.2489,43.262,89.6083,6.88239,8.43449,7.91225,9.20728,4.54996,9.815,4.85028,8.43449,7.91225,9.20728,4.54996,9.815,4.85028,,,0.3521,CS.PA
2020-06-30,0.4256,2.4053,3.846,2.129,4.0485,14.8051,9.4836,5.9048,4.9749,4.8425,2.8512,2.6788,2.5998,2.5119,-3.5246,-3.0024,,0.14063,38.98568,3.67516,,3.02911,1.62196,99.58714,,49.91032,,0.44311,76.2489,43.262,76.2489,43.262,89.6083,5.79587,7.06732,6.63844,9.78937,4.83761,10.42182,5.15015,7.06732,6.63844,9.78937,4.83761,10.42182,5.15015,,,0.3583,CS.PA
2020-09-30,0.4256,2.4053,3.846,2.129,4.0485,14.8051,9.4836,5.9048,4.9749,4.8425,2.8512,2.6788,2.5998,2.5119,-3.5246,-3.0024,,0.14063,38.98568,3.67516,,3.02911,1.62196,99.58714,,49.91032,,0.44311,76.2489,43.262,76.2489,43.262,89.6083,5.79587,7.06732,6.63844,9.78937,4.83761,10.42182,5.15015,7.06732,6.63844,9.78937,4.83761,10.42182,5.15015,,,0.3583,CS.PA
2020-12-31,0.4292,2.3197,3.9509,0.9686,4.2216,14.2593,9.5383,5.8933,4.9979,4.8465,2.9649,2.8162,2.6128,2.6587,2.3958,2.8843,,0.14172,40.69069,4.89094,,0.59536,0.26757,74.83199,,419.24129,,0.11981,76.808,43.4414,35.2662,19.946,89.3863,6.20159,7.541,7.09795,9.90651,5.64175,10.52487,5.9939,7.541,7.09795,9.90651,5.64175,10.52487,5.9939,1018.761,,0.3462,CS.PA
2021-03-31,0.5257,2.9643,5.6625,0.6875,6.1619,14.6802,9.0523,6.6093,5.8902,5.7449,3.9627,3.8024,3.2379,3.6485,6.9236,7.2885,,0.14642,44.6852,3.64077,,2.70461,1.34523,100.25309,,50.99561,,0.43787,69.7732,41.0979,69.7732,41.0979,89.9003,9.83821,11.31845,10.72255,7.2333,3.76806,7.63528,3.97747,11.31845,10.72255,7.2333,3.76806,7.63528,3.97747,,,0.3479,CS.PA
2021-06-30,0.6254,3.5266,7.2556,0.3719,8.0108,15.069,8.6033,7.2709,6.7149,6.575,4.8848,4.7137,3.8154,4.5632,7.2656,7.5164,,0.1522,46.4489,3.64683,,2.70461,1.34523,100.08665,,49.28376,,0.35268,69.7732,41.0979,69.7732,41.0979,89.9003,16.38115,18.11475,17.24385,6.32545,3.29514,6.64492,3.46156,18.11475,17.24385,6.32545,3.29514,6.64492,3.46156,,,0.3495,CS.PA
2000-03-31,4.9153,9.9187,9.8618,4.5081,9.9008,36.8511,19.4801,16.3995,9.7899,7.6346,4.4777,4.4203,5.9969,4.4203,,,,1.03011,1.94671,,2.62637,,,,139.35596,,,,11.4946,10.3095,11.4946,10.3095,54.0225,7.62724,16.38365,7.27885,0.32964,0.09547,0.74196,0.21488,16.38365,7.27885,0.32964,0.09547,0.74196,0.21488,,3.18055,9.1136,BAS.DE
2000-06-30,5.4226,10.3806,12.6588,5.8225,12.7049,36.2159,18.9306,17.1916,10.7024,8.6607,5.3024,5.2267,6.7499,5.2267,-18.3904,-17.9421,,1.00179,1.99652,,2.77959,1.47413,1.04275,,131.67399,,,0.19331,47.1599,32.0467,,,60.5637,12.075,23.96907,11.89407,1.19328,0.99404,2.4047,2.00321,23.96907,11.89407,1.19328,0.99404,2.4047,2.00321,,2.5023,8.6607,BAS.DE
2000-09-30,5.3258,9.9205,12.553,5.1854,12.5063,35.763,18.6898,16.9275,10.5171,8.5895,5.0116,4.9029,6.3925,4.9029,-0.6474,-0.0735,,0.99206,1.81828,,2.75548,1.10621,0.70046,,132.82579,,,0.13632,53.4915,34.8498,,,64.3499,9.35531,18.43656,9.575,1.32176,1.14141,2.54504,2.19778,18.43656,9.575,1.32176,1.14141,2.54504,2.19778,,2.11674,8.1362,BAS.DE
2000-12-31,4.2274,7.7037,9.0182,2.8974,8.9744,35.3049,18.2455,14.5992,6.4511,6.4511,3.5676,3.449,4.3724,3.449,0.9934,1.9796,,1.0485,3.41507,6.51527,5.03395,1.16872,0.68804,56.17551,72.70627,38.66863,90.21314,0.22993,55.2081,35.5704,22.3074,14.3725,62.9257,4.08833,9.25212,4.12888,1.50385,1.33814,3.36987,2.99855,9.25212,4.12888,1.50385,1.33814,3.36987,2.99855,348.064,2.20237,8.0841,BAS.DE
2001-03-31,3.7377,6.7295,5.7735,30.5358,5.6493,34.7877,18.0132,13.9598,7.8553,6.0098,2.7319,18.9551,3.8718,2.6079,,,,0.99511,1.94878,4.65229,5.14708,1.75143,1.23367,78.45602,70.91366,,,0.21994,22.6631,18.4759,,,52.071,3.35688,7.79748,3.38408,0.88908,0.33026,2.04858,0.76098,7.79748,3.38408,0.88908,0.33026,2.04858,0.76098,,2.56843,7.9013,BAS.DE
2001-06-30,2.6827,4.6831,3.2668,24.5969,3.1841,33.8981,17.8091,12.6819,6.3696,4.4913,1.5208,18.0812,2.6874,1.4444,7.4369,8.7695,,0.95568,1.87194,3.68169,5.08607,1.82118,1.17463,99.13911,71.76448,,,0.2216,15.1226,13.1361,,,50.8421,2.1066,5.9482,2.17138,0.63781,0.35885,1.74719,0.98302,5.9482,2.17138,0.63781,0.35885,1.74719,0.98302,,2.63988,8.0523,BAS.DE
2001-09-30,2.3461,4.2359,2.7048,24.6265,2.719,32.9984,17.8725,12.3427,6.2969,4.3088,1.2963,19.2037,2.6813,1.2681,0.9097,2.2707,,0.87118,1.56381,5.21113,4.44909,1.72744,1.07583,70.04204,82.03923,,,0.29762,15.8983,13.7174,,,51.5858,1.97861,5.66779,1.89505,0.68442,0.39551,2.047,1.1829,5.66779,1.89505,0.68442,0.39551,2.047,1.1829,,2.61492,8.2159,BAS.DE
2001-12-31,3.114,5.5214,36.6198,21.8322,37.8246,31.729,17.8552,14.8072,5.7822,5.7822,17.9251,18.0254,3.0739,18.0254,6.3369,7.0603,,0.86169,2.92478,5.44241,4.34272,1.71393,1.00569,67.06583,84.04855,44.12522,106.98917,0.28821,16.1798,13.9265,16.0052,13.7762,52.4832,4.99522,12.79187,5.32084,0.58912,0.43476,1.4163,1.04521,12.79187,5.32084,0.58912,0.43476,1.4163,1.04521,351.176,2.53774,8.6481,BAS.DE
2002-03-31,1.402,2.439,0.1737,-4.3732,0.3191,31.5291,17.8536,12.1422,2.854,2.854,0.1055,0.7033,1.5685,0.1901,-6.2435,-5.407,,0.786,1.77978,4.35108,4.40229,6.32101,3.95082,83.88722,82.91121,,,1.08605,17.8178,15.1232,17.8178,15.1232,52.4331,2.13257,9.0727,2.63507,0.84374,0.61801,2.90506,2.12785,9.0727,2.63507,0.84374,0.61801,2.90506,2.12785,,2.63449,8.6156,BAS.DE
2002-06-30,2.3327,4.0467,3.0713,-0.3116,3.0675,31.9489,17.7872,13.3674,4.4781,4.4781,1.7879,2.2609,2.6803,1.7485,-5.4062,-4.6345,,0.83346,1.80075,4.65592,4.54196,6.62267,4.29334,78.3947,80.36169,,,1.18399,22.9137,18.6421,22.9137,18.6421,52.1746,3.62715,10.8272,4.32013,0.94426,0.63695,2.36653,1.59633,10.8272,4.32013,0.94426,0.63695,2.36653,1.59633,,2.76135,8.0337,BAS.DE
2002-09-30,2.6798,4.6954,4.6112,0.3175,4.5609,31.9958,17.4423,13.8001,4.9043,4.9043,2.5475,2.6228,3.0963,2.4647,-6.162,-5.5212,,0.87428,1.84837,5.42758,4.5239,6.36053,3.89509,67.24906,80.68252,,,1.08564,20.5639,17.0564,20.5639,17.0564,51.8181,4.78311,13.45886,6.01438,0.79892,0.53458,1.7878,1.19628,13.45886,6.01438,0.79892,0.53458,1.7878,1.19628,,2.79485,7.6332,BAS.DE
2002-12-31,5.303,9.3282,9.2775,3.647,8.926,32.2825,16.9617,17.2417,9.4764,9.4764,4.9625,4.6698,5.4339,4.6698,3.3915,3.5708,,0.89536,2.80579,5.75714,4.44978,1.79199,0.90941,63.39941,82.02645,40.63509,104.79077,0.32361,21.3101,17.5666,17.8748,14.7348,51.712,33.04004,60.11364,34.02706,0.65,0.58475,1.14831,1.03305,60.11364,34.02706,0.65,0.58475,1.14831,1.03305,360.36,2.71544,7.4821,BAS.DE
2003-03-31,4.7214,8.2567,8.5318,2.9707,8.1103,31.6899,16.3472,16.0595,8.6206,8.6206,4.5558,4.2379,5.2582,4.2379,6.0674,6.4492,,0.87631,2.36194,4.96647,4.62331,6.25179,3.8336,73.49275,78.94768,41.62424,110.81619,1.2228,26.8829,21.1871,26.8829,21.1871,54.0053,14.11327,26.29192,14.37375,0.86508,0.78441,1.58236,1.43482,26.29192,14.37375,0.86508,0.78441,1.58236,1.43482,,2.73514,7.2798,BAS.DE
2003-06-30,4.8127,8.1592,6.9391,1.4295,6.6046,30.9775,16.0787,15.9153,8.5233,8.5233,3.5671,3.3153,5.0805,3.3153,14.2605,14.6151,,0.90346,2.41651,5.46463,4.86687,2.76894,1.67607,66.79281,74.99655,37.13912,104.65025,0.61326,31.3738,23.8813,31.3738,23.8813,54.946,15.02319,28.05232,15.3425,0.98002,0.90407,1.79188,1.65301,28.05232,15.3425,0.98002,0.90407,1.79188,1.65301,,2.58777,7.2108,BAS.DE
2003-09-30,4.7244,8.0411,6.2135,0.8506,5.8933,30.2672,15.9125,15.5611,8.1988,8.1988,3.1448,2.9125,4.7145,2.9125,4.8371,5.268,,0.92197,2.43728,6.1264,4.91859,7.02406,4.34891,59.57822,74.20815,36.44781,97.33857,1.77696,31.5662,23.9926,31.5662,23.9926,54.8424,11.89178,22.57023,12.32553,0.99748,0.75207,1.82655,1.37717,22.57023,12.32553,0.99748,0.75207,1.82655,1.37717,,2.70924,7.0632,BAS.DE
2003-12-31,5.7343,9.8622,5.9505,0.6084,5.6823,30.0594,15.6622,16.7949,10.9459,9.4451,2.927,2.7283,5.2149,2.7283,7.9997,8.418,,0.97139,2.94947,6.49683,5.21437,1.93942,0.99459,56.18117,69.99861,35.39916,90.78061,0.76426,22.0847,18.0896,21.7446,17.8111,52.7451,14.11106,25.0918,15.81594,0.62586,0.51387,0.99292,0.81524,25.0918,15.81594,0.62586,0.51387,0.99292,0.81524,382.762,2.76235,6.2087,BAS.DE
2004-03-31,5.7067,9.9399,6.362,1.092,6.0782,30.316,15.566,17.0517,11.2706,9.7795,3.1491,2.9428,5.5367,2.9428,8.642,8.9701,,0.93367,2.50356,5.64468,5.07868,6.3144,4.03489,64.83946,72.06577,40.01075,96.89447,2.01688,21.4623,17.6699,21.4623,17.6699,53.5515,18.62734,32.47873,20.6903,0.61055,0.45389,0.95841,0.7125,32.47873,20.6903,0.61055,0.45389,0.95841,0.7125,,2.91153,6.189,BAS.DE
2004-06-30,6.6476,11.508,9.9481,3.7535,9.5728,30.8966,15.1539,17.8726,12.298,10.8528,4.6283,4.3503,6.3277,4.3503,-0.5736,-0.2231,,0.98003,2.59777,5.99242,5.29551,6.45835,4.16321,61.07698,69.11507,36.34526,93.84679,2.2011,21.931,17.9864,21.931,17.9864,53.8406,19.35152,31.86824,21.24395,0.56638,0.43815,0.84963,0.65727,31.86824,21.24395,0.56638,0.43815,0.84963,0.65727,,3.01743,5.9584,BAS.DE
2004-09-30,7.8572,13.681,11.7386,5.0112,11.1314,31.3568,14.5312,19.0064,13.7018,12.3194,5.2251,4.8405,7.1126,4.8405,7.6016,7.9058,,1.02047,2.73373,6.63659,5.44562,6.23201,3.99577,55.14851,67.20968,35.21908,87.13911,1.96522,21.2896,17.5527,21.2896,17.5527,54.3062,25.30913,39.04708,27.4515,0.49782,0.27542,0.7081,0.39176,39.04708,27.4515,0.49782,0.27542,0.7081,0.39176,,3.10944,5.6442,BAS.DE
2004-12-31,9.4416,16.5848,13.1358,6.259,12.6199,31.2558,13.3645,22.2023,13.8944,13.8944,5.6832,5.3395,7.1152,5.3395,10.4911,10.9721,,1.08724,3.42789,6.94171,5.86692,1.76178,1.0043,52.7245,62.3836,30.81098,84.29712,0.54684,20.0093,16.6731,11.2171,9.3469,53.1639,18.05296,28.84735,21.72724,0.39861,0.12377,0.52923,0.16433,28.84735,21.72724,0.39861,0.12377,0.52923,0.16433,458.014,3.02861,5.4799,BAS.DE
2005-03-31,9.7181,17.2833,14.7818,7.7044,14.1641,31.2674,12.7113,22.6401,14.6219,14.6219,6.4905,6.0808,7.6744,6.0808,28.9462,29.4192,,1.0634,2.9233,6.17048,5.7212,1.7232,1.21355,59.15227,63.79762,35.8952,87.05469,0.48768,19.4585,16.2889,11.1825,9.361,53.0785,19.31997,29.91435,23.0901,0.39178,0.04741,0.50757,0.06142,29.91435,23.0901,0.39178,0.04741,0.50757,0.06142,,3.02124,5.1648,BAS.DE
2005-06-30,10.1965,17.8804,15.41,7.2051,14.8351,31.2896,12.1941,22.7459,15.0029,15.0029,6.4346,6.0481,7.8216,6.0481,26.9957,27.4207,,1.08742,2.96749,6.24431,5.74723,1.81224,1.2496,58.45293,63.50854,30.30522,91.65625,0.47588,28.9749,22.4655,20.2349,15.689,55.2675,22.06165,33.44777,26.16833,0.55248,0.20417,0.70616,0.26097,33.44777,26.16833,0.55248,0.20417,0.70616,0.26097,,2.99242,4.9503,BAS.DE
2005-09-30,10.5157,18.6038,17.4035,9.4054,17.1244,30.9603,11.806,22.5156,15.0736,15.0736,7.2581,6.9743,8.4618,6.9743,27.4943,27.8931,,1.1162,3.06765,6.75857,5.7281,2.18608,1.52761,54.0054,63.72097,30.94762,86.77875,0.59759,21.5464,17.7268,19.78,16.2736,52.6548,23.62016,35.28172,27.93407,0.4214,,0.53224,,35.28172,27.93407,0.4214,,0.53224,,,3.25156,4.689,BAS.DE
2005-12-31,11.0661,18.961,18.5637,10.1324,18.0499,30.5886,11.9546,20.3514,15.5908,14.7292,7.4102,7.034,8.7927,7.034,9.0926,9.6072,,1.20209,3.6162,6.63689,5.88944,1.80413,1.01931,54.99528,61.97518,30.85236,86.1181,0.18966,23.1603,18.805,21.5898,17.5298,50.8734,17.89145,24.72066,19.18585,0.46654,0.34115,0.60113,0.43956,24.72066,19.18585,0.46654,0.34115,0.60113,0.43956,528.073,3.48043,4.5565,BAS.DE
2006-03-31,11.0019,18.6886,18.286,9.8614,17.7954,29.803,11.5789,20.0992,15.5262,14.711,7.2216,6.8523,8.7571,6.8523,8.7407,9.2386,,1.1966,3.32452,6.3999,6.14113,1.69738,1.18305,57.03198,59.43514,32.10358,84.36355,0.18547,29.5436,22.8059,20.0475,15.4754,52.4132,18.46624,25.22979,19.54015,0.58897,0.24592,0.76047,0.31753,25.22979,19.54015,0.58897,0.24592,0.76047,0.31753,,3.39294,4.5326,BAS.DE
2006-06-30,10.3136,16.8607,19.5525,8.7502,19.071,29.0509,11.3027,19.835,15.3977,14.6127,7.2648,6.9007,8.8432,6.9007,1.0088,1.6347,,1.12927,3.29352,6.40955,5.81294,1.3753,0.95295,56.94621,62.79059,29.90336,89.83344,0.11848,62.2981,38.385,33.6593,20.7391,60.4506,14.59034,19.80464,15.42988,1.17739,1.12409,1.51121,1.4428,19.80464,15.42988,1.17739,1.12409,1.51121,1.4428,,2.83647,4.3814,BAS.DE
2006-09-30,10.4936,17.3004,18.087,7.4862,17.3863,28.5464,11.2103,19.7192,14.8433,14.1046,6.5238,6.1029,8.0771,6.1029,5.6967,6.4425,,1.19038,3.46318,7.05225,5.96314,1.22168,0.76814,51.75627,61.20904,29.32264,83.64267,0.07864,61.0399,37.9036,32.8805,20.4176,60.7302,11.82047,16.5258,12.75593,1.11522,1.02653,1.44482,1.32991,16.5258,12.75593,1.11522,1.02653,1.44482,1.32991,,2.76913,4.4983,BAS.DE
2006-12-31,10.8274,17.6207,19.2019,8.8473,18.3258,28.2031,11.1931,18.982,14.2639,13.3298,6.5883,6.1114,7.5324,6.1114,6.2743,6.9194,,1.29963,4.04435,6.9028,6.24198,1.3156,0.70876,52.87682,58.47483,35.23126,76.12039,0.42486,51.6091,34.0409,31.6383,20.8683,58.9805,12.91492,18.39116,13.9512,0.96011,0.87098,1.26566,1.14818,18.39116,13.9512,0.96011,0.87098,1.26566,1.14818,552.35,2.94124,4.5826,BAS.DE
2007-03-31,10.7229,17.1571,19.1999,8.7355,18.1574,28.2998,11.259,18.7612,14.0227,13.1248,6.56,6.0303,7.2223,6.0303,4.5564,5.2861,,1.30719,3.80734,6.7385,6.68696,1.36957,0.90683,54.16637,54.58356,29.75042,78.99951,0.3771,49.6812,33.1913,29.9714,20.0235,57.7716,11.24069,16.06792,12.33881,0.93363,0.8638,1.2158,1.12487,16.06792,12.33881,0.93363,0.8638,1.2158,1.12487,,3.05848,4.3541,BAS.DE
